stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,31,0,83,1,2,0,2,0,1,0,12,0,0,0,1,9,19,136,126,0,0,0,2,226,712,1,0,28,0,0,0,1,0,0,23,0,0,0
72hpf,10.99,10.99,0,24.24,5.36,6.76,0,0.85,0,0.85,0,0.28,0,0,3.38,0,17.47,66.23,17.76,56.37,0,2.54,1.97,2.82,79.48,91.32,1.97,2.82,74.13,1.69,0,0.56,22.27,0.28,0,19.45,0,0,0.28
21Day,28.49,6.29,7.03,136.53,4.81,52.54,0,23.31,1.11,7.77,0.74,0,8.14,10.36,36.63,10.36,7.77,80.29,53.65,113.59,0.37,0.37,19.61,1.48,52.54,54.76,4.44,3.33,59.2,9.62,0,1.11,12.58,0.74,6.66,8.14,0.37,0,15.91
3Month,0.52,3.02,1.25,28.81,0.31,0,0.52,1.14,8.11,11.34,0,0,18.2,18.93,2.29,8.32,2.08,7.91,21.43,11.96,2.18,0,5.51,1.87,1.35,0.1,4.37,0.42,0.42,1.77,0.1,14.46,0.42,0,0,0.31,2.39,3.12,8.22
22Month,0.14,5.19,1.09,14.21,0,0,0.96,0.68,4.24,25.96,5.06,0,41.95,9.02,3.28,9.98,0.68,2.6,28.29,11.48,0.68,1.37,3.01,0.14,0.82,0.14,3.96,0.27,0.55,0.14,0,4.24,0.55,0,0,0.27,0.41,0,4.78
