stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,2,23,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0.56,0,1.97,0.85,2.25,0,0,0,1.13,0,0,0,0,0.85,0,0,3.95,0.85,5.07,0,0.28,0,0,316.52,16.63,6.48,0,4.79,0.56,0,2.54,0.56,0,0.28,0,0,0
21Day,3.33,0,0.37,8.88,0.37,7.03,0,0.74,0.37,2.22,0,0,0,1.11,11.1,0.37,0.74,2.22,25.53,5.92,0,0,1.11,0.37,145.77,5.18,11.1,0.37,1.48,4.44,0.37,0.74,0.74,0.74,0.74,0.37,0,8.14
3Month,0.1,1.04,0.21,7.18,0.42,0,0.1,0.1,0.21,4.68,0.21,0,1.66,8.22,0.21,0.73,0.42,4.78,14.98,11.13,2.39,0,2.6,0.31,14.15,0.42,32.25,0.42,0,0.52,1.56,0,0,0,1.04,0.21,0.21,6.76
22Month,0,0.68,0.41,5.88,0.14,0,0.96,0.14,0.41,14.89,1.23,0,5.88,3.42,1.5,0.68,0.14,0.82,6.56,12.71,0.55,0.55,12.16,0,8.61,0.14,40.45,0.27,0.14,0.14,0.96,1.09,0.14,0,1.5,0.14,0,2.73
