stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,8,0,8,2,3,0,1,0,0,1,0,2,0,0,0,0,0,0,3,157,0,0,0,0,35,606,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,39.74,0,2.54,3.66,30.16,0,1.97,0,0,0.28,0,0,0,0,1.13,0,0.56,5.07,0.56,25.93,0,0.28,0.56,0,34.67,35.79,0,0.85,10.15,0.85,0,0,42.56,0.28,0.56,2.54,0,0,0
21Day,5.55,22.94,0,9.62,0.37,51.06,0,19.98,0,0,0,0,0,0,0,7.77,0.37,0,1.85,0.74,17.39,0,0,2.59,0,22.2,10.36,0,5.55,5.18,2.59,0,0.37,11.47,0.74,1.11,0.37,0,0,2.96
3Month,0.73,60.23,0.1,4.26,0.31,0,1.14,0.83,0.1,0.42,1.46,0.1,0,6.03,1.25,0.62,1.46,0.52,1.87,0.73,17.79,0.94,0,2.7,0.21,1.14,0.62,0.21,6.14,0,0.62,0.1,3.64,0.62,0,0,0.42,1.14,0.62,1.87
22Month,0.27,54.93,0.27,2.32,0,0,0.96,0.82,0,0.55,1.91,2.32,0,13.53,0.55,0.55,2.19,0.14,0.55,2.6,27.19,0.27,0.27,2.73,0.14,0.82,0.55,0.41,1.64,0.27,0,0,1.5,3.42,0,0,0,0,0,1.09
