stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,4,25,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,0.28,1.41,0,0,0,0.56,0,0,0,0,0,0.28,2.82,0.28,2.25,0,0,0,0.28,5.92,3.95,0.28,0,1.69,0,0,0.28,0.28,0,0,0,0
21Day,0,0,0,7.03,0,3.33,0,0.74,0,0.37,0,0,0.37,1.85,0,1.11,2.59,2.22,2.59,0,0,1.11,0,4.07,1.48,0,0,1.11,0.37,0,0.74,0,1.85,0,0,0.74
3Month,0.21,0.94,0.21,14.04,0,0,0.52,0.31,2.18,9.57,0.1,23.72,4.78,0.73,6.14,1.04,3.12,3.95,6.76,1.46,0,1.14,0.94,0.62,0.21,1.04,0.73,0.1,0.52,3.12,0,0,0,1.87,2.18,4.37
22Month,0,1.78,0.41,3.69,0.14,0,0.14,0.27,1.37,11.48,1.91,29.38,2.05,0.55,7.93,0.55,0.82,5.33,6.15,0.14,0.41,0.41,0.14,0.14,0.14,0.41,0.41,0.14,0.55,0.55,0.41,0.14,0,0.27,0,1.5
