stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,9,1,0,0,0,0,0,0,0,0,0,0,5,0,6,2,0,0,0,2,2,87,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,6.2,6.76,0.85,0,0,0,0.85,0,0,0,0,0,1.97,5.64,2.54,5.07,0,0.28,0,1.13,13.53,8.74,0.28,0,1.97,0.28,0,0.28,7.89,0.28,0,0.56,0,0,0
21Day,0,0,0,4.07,1.48,1.11,0,0,0.37,1.85,0,0.74,0.37,0,0.37,1.11,1.85,1.11,5.92,0,0,0.37,0,6.66,4.44,0.37,0,1.48,0.74,0,0,1.48,0,0.74,0.37,0,0,0.37
3Month,0.42,0.42,0.83,52.63,1.14,0,0.62,0.21,2.7,5.1,0,15.08,3.33,0.83,4.47,10.51,1.98,6.14,2.18,0.31,0,1.66,2.6,5.82,0.1,4.16,0.73,0.21,1.98,0.1,13.11,0.31,0,0,0.42,1.04,313.72,1.77
22Month,0,0.27,0,28.42,0.41,0,0.14,0,0.55,5.33,0.55,9.02,2.19,1.37,1.78,1.23,0.14,5.88,4.37,0,0.55,0.82,0.27,1.64,0,1.5,0.14,0.27,0,0,9.7,0.41,0,0,0,0.27,1.78,0.41
