stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0,4.51,0.56,0,0,0,0,0,0.28,1.13,0,0.28,0,0,0,0
21Day,0.74,0,0,1.48,0,0.74,0,0,0,0,0,0.74,0,0.37,0.37,0,0.37,0,1.11,0,2.22,9.99,0.37,0,0.74,0,0.37,0,0,0.37,1.48,1.11,2.59,0,0,0
3Month,0.1,0.31,0.1,6.87,0.21,0,0,0,1.04,0.42,0,8.53,0,0,2.18,0.31,0.52,0.21,0.42,0,3.02,0.21,0.1,0.62,0.1,0,0,0.1,1.66,1.56,0,0,0.1,0.62,0.42,0.31
22Month,0,0.27,0.68,2.05,0.14,0,0.14,0.14,0.68,0.68,3.55,17.22,0.14,0,1.91,0.14,0,0.55,1.23,0.27,0.41,0.55,0.14,0.68,1.37,0.14,0,0,1.37,8.47,0.68,0,0,2.32,0,0.27
