stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.48,0,0,0.74,0.37,2.22,0,1.11,0,0.74,0,0.37,0,4.07,0,0.37,0.37,0.74,5.18,0,0,0.37,0,0.37,0.37,0.37,0,1.11,0.74,0,0,0.37,0,0,0,1.11
3Month,0,2.6,0.83,9.47,0,0,0.94,1.46,2.6,14.15,0.1,244.34,12.9,2.6,19.45,4.58,3.33,6.03,7.39,1.14,0.52,3.43,1.56,0.94,0.21,0.94,0.31,0.73,3.85,12.27,0.21,0,0.21,3.64,24.03,7.8
22Month,0,1.64,0.68,1.5,0.14,0,0.68,1.09,0.68,7.38,1.64,54.11,4.1,3.14,9.16,0.41,0.14,5.88,6.42,0,1.64,0.82,0.14,0.27,0,0.55,0,0.14,0.14,4.65,0.27,0,0,0.14,0,0.68
