stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,1,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,1.13,0.56,1.97,0,0,0,0,0,0,0,0,0,0,0,2.54,1.69,2.82,0,0.28,0,0.28,16.63,2.25,0,0,0.56,0,0,1.69,0,0.56,0,0,0
21Day,0.37,0.37,0,5.55,1.11,4.44,0,0.74,0,0,0,0,0.37,0.37,1.11,0.74,0.74,2.96,5.18,3.7,0,0,0,0,8.14,2.59,0,0.74,1.85,0.74,0,1.48,0.37,0.74,0,0,1.11
3Month,0,0.31,0.42,9.78,0,0,0.42,0.21,1.56,3.95,0,0,12.48,3.64,0.42,4.68,1.98,2.08,14.87,3.02,0.62,0,1.04,2.39,0.52,0.31,1.04,0.21,0,0.42,4.06,0.1,0,0.1,1.14,1.04,2.18
22Month,0.14,2.05,0.82,4.65,0,0,0,0.14,1.91,10.39,5.6,0,34.16,2.19,1.37,6.01,0.68,1.37,17.63,3.42,0.14,0.27,1.5,0,0.27,0,0.14,0.27,0,0.41,0.14,0.55,0.27,0.27,0,0,1.64
