stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,6,16,0,0,0,7,0,0,0,0,0,2,0,0,0
72hpf,5.36,0.85,0,1.97,0.56,3.38,0,0,0,0,0,0,0,0,0.85,4.79,0.28,7.89,0,0.28,0,0,447.29,12.12,0,0.28,0,12.97,0,0.28,1.69,0.28,0,0.85,0,0,0
21Day,0.74,0,0,1.85,0,1.11,0,0.37,0,0,0.37,0,1.48,0.37,0.37,0.74,1.11,3.33,0,0,0,0,35.15,2.22,0,0,0,0.74,0.37,0.37,0.74,0,0.74,0,0,0,0.74
3Month,0,0.42,0.21,5.2,0,0,0.21,0,0.42,0.83,2.81,1.66,0.83,1.87,0.1,1.56,2.5,1.04,0.73,0,0.21,0.21,0.52,0,0.52,0.62,0,0,0.21,18.41,0.1,0,0,0,0.62,5.93,53.88
22Month,0,0,0,1.78,0,0,0.41,0,0.14,0.55,7.79,0.41,0.27,1.91,0.14,0.68,1.78,0.82,0,0.41,0.14,0,0.27,0.14,0.41,0,0.27,0,0.14,16.94,0,0,0,0,0,0,17.08
