stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,0.56,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0.85,0,0,0,0.56,0.56,0,0,0,0
21Day,0,0,0,1.48,0,8.14,0,0,0,0,0,0,0.37,0,0.37,0,0,1.11,0,0,0,0,0,0.74,0,0,0,0,0.37,0,0.37,1.48,5.55,0,0,0,0
3Month,0.31,0.52,0.21,8.53,0.21,0,0.83,1.77,3.74,0,22.57,3.22,0.21,4.89,0.62,1.04,1.87,1.66,0.31,0.31,3.64,0.73,0.1,0.31,0.31,0.31,0,0,1.46,12.9,0,0.1,0,0.1,0.62,238.93,1.46
22Month,0.14,1.5,0.27,1.78,0,0,0.41,0.68,2.32,0.55,30.47,0.55,0.41,4.24,0.14,0.14,3.14,1.78,0.14,1.5,0.27,0.14,0.14,0,0.55,0.14,0.41,0.27,0.27,3.42,0.14,1.78,0,0,0.27,0.68,0.82
