stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,7,0,0,0,0,14,23,1,0,1,0,0,0,0,1,0,0,0
72hpf,0.28,0.85,0,5.64,1.69,0.85,0,0,0,0,0,0,0,0,0,0,1.69,9.58,0.28,10.71,0,0,0,0.85,33.82,2.54,0.28,0,9.3,0,0,5.64,0,2.54,0,0,0
21Day,1.48,0.74,0,30.34,0,1.11,0,0.37,0,0,0.37,0,0.37,0,0,2.59,2.22,7.4,0.37,12.58,0,0,1.11,0,26.27,2.22,1.11,1.11,5.18,2.22,0,3.7,0.37,0.74,0,0,0.37
3Month,0,0.94,0.21,15.81,0.1,0,0.1,0,2.29,0.62,0.1,0,4.89,1.14,0.1,12.9,1.98,6.35,0.94,3.64,0.42,0.21,3.33,0.62,0.94,0,0.31,0.62,0.21,0.31,1.35,0.1,0,0.1,2.6,1.46,0.21
22Month,0.14,1.23,0.55,6.97,0,0,0.14,0,2.05,2.73,3.42,0,28.29,0.55,0.27,11.62,0.27,1.78,1.23,2.46,0,0.68,2.73,0,0.96,0,1.23,0.27,0.27,0,0.41,1.09,0,0.14,0,0,0.27
