stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,3.66,0,2.25,0.56,0.56,0.28,0,0,0,1.69,0,0,0,0.28,0,0,0
21Day,2.22,0,1.48,4.07,0,1.11,0,1.11,0,0,9.25,0,0.74,5.18,0.37,1.11,0,1.48,0,0,0,1.11,2.22,0.74,1.48,0.37,0,0.37,2.22,1.48,0,0,0.74,0,0,0
3Month,2.5,0.62,0.94,10.4,0,0,0.73,16.54,0.62,0.21,307.47,0.62,0.21,4.68,0.94,1.56,1.35,2.18,0.21,0.31,2.6,18.41,0.31,0.1,7.91,0.42,0,0,3.74,45.14,0.21,0,0.21,0.83,28.6,0.52
22Month,0.82,0.96,1.91,14.89,0.14,0,1.91,10.52,3.55,3.42,842.58,1.37,0.27,10.66,0.41,0.82,1.23,2.32,0,39.08,1.78,1.37,0.27,0,8.2,0.55,1.09,0.14,2.32,16.26,0.14,0.55,0.27,0,0,1.09
