stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,17,0,0,0,0,9,92,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,4.51,0,3.95,0.85,0.85,0,0,0,0,0,0.28,0,0,0.28,0,3.1,4.51,1.69,18.6,0,0.56,1.13,0,53.27,7.89,0.56,0.56,22.83,0,0,0,1.41,0.85,0.85,1.69,0,0,0
21Day,4.07,2.59,1.48,20.35,1.11,1.48,0,0,0,0.37,1.11,0,0,0,1.85,1.11,1.11,4.81,9.25,42.92,0,0.37,7.77,0,20.72,6.29,1.11,1.48,14.06,2.96,0,0.37,3.33,0.74,2.22,1.11,0.37,0,6.29
3Month,0.52,18.62,1.46,41.71,0.31,0,0,0.1,1.66,10.71,10.71,0.21,31.21,17.99,0.42,11.23,4.89,30.37,19.04,34.12,6.35,0.1,7.91,4.89,0.73,0,1.14,1.04,1.77,1.98,0.1,3.74,1.14,0,0,0.73,12.69,1.46,27.15
22Month,0.27,27.33,2.73,32.39,0.14,0,1.23,0,0.27,3.42,6.97,12.57,58.9,5.6,1.23,20.91,1.78,6.42,11.62,44.41,1.64,5.06,5.74,0.68,1.64,0.41,1.78,0.82,0.55,0.27,0,0.14,2.73,0.41,0,0.27,3.96,0,9.02
