stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0,0.85,0,0,0,0,0,0,0,0,0.28,0,1.41,5.07,1.13,0.56,0,0.56,0,0,1.41,1.97,0,0,0.85,0,0,0,0,0,0,0,0,0,0
21Day,3.7,0.74,0.37,15.54,0,2.96,0,4.44,0,0,1.85,0,0.74,0.74,5.55,1.48,0.37,7.03,5.92,16.65,0,0,1.48,0,1.48,3.7,0,0,8.14,1.11,0,0,1.85,0,1.11,0.74,0,0,2.96
3Month,0.21,2.6,0.73,53.15,0.1,0,1.04,0.73,0,6.14,18.1,0.1,40.67,26.94,3.43,33.6,1.46,24.65,13.42,14.35,2.08,0,3.64,2.08,0.31,0,0.62,0.21,0.73,0.83,0.1,2.39,0.31,0,0,0.1,3.33,1.56,16.64
22Month,0,1.64,1.91,11.62,0,0,0.68,0.41,0.14,2.46,14.76,1.5,97.29,7.38,5.47,25.69,0.41,2.46,9.57,12.98,0.14,2.05,1.23,0.14,0.14,0.27,0.68,0.41,0.27,0.41,0,1.23,0.68,0.14,0,0,0.41,0,5.06
