stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.4,1.97,0,8.46,2.82,12.12,0,0,0,0.28,0.28,0,0,0.28,0,4.79,21.42,2.25,14.66,0.28,1.13,0.28,1334.83,80.61,2.82,4.79,17.76,1.13,0,9.86,0.56,1.69,1.13,0,0,0
21Day,5.92,0,1.11,9.25,1.85,14.8,0,1.48,0,0.37,0,1.85,0,1.85,2.96,0.74,6.29,2.22,13.69,0,2.59,0,436.95,16.28,3.33,2.96,6.66,14.43,0,4.81,2.59,7.03,1.48,0,0,2.59
3Month,0,0.1,0,0.52,0.1,0,0,0,0.1,0.1,0,1.56,0.31,0,0.21,0.31,0.31,0.31,0.21,0,0.21,0,3.95,0.1,4.06,0.1,0,0.1,0.62,0,0,0,0.1,0.21,1.98,1.87
22Month,0,0.14,0.14,0.41,0,0,0.14,0,0.14,0.41,0.14,10.11,0.14,0.41,0.82,0,0,0.14,0.55,0.14,0.27,0,7.52,0.96,6.7,0.14,0,0,1.09,0.68,0.82,0,0,0,0,0.96
