stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0.28,0.28,0,0,0,0,11.56,3.1,0,0.28,1.69,0,0,0,0.28,0.85,0,0,0
21Day,0.74,0,0,1.85,0,0.74,0,1.85,0,0,0,0,0.37,0.74,0,0,0.37,0.74,2.96,0,0,0.37,0,1.85,1.85,0.37,0,0.74,0,0,0.37,1.11,0,0,0,0.74
3Month,0.21,1.14,0.1,8.74,0,0,0.31,0.1,0.62,2.18,0,1.98,1.14,0.31,1.25,0.31,2.08,4.58,1.25,0.62,0,0.1,0.21,0.73,0,1.14,0.21,0.21,0.21,1.87,0,0,0,1.98,3.12,2.08
22Month,0,0.14,0,1.64,0,0,0,0.27,0.27,0.82,0.27,4.92,0.96,0.82,0.41,0,0.14,2.32,0.55,0.14,0.55,0,0,0,0,0.96,0.14,0.27,0.14,0.14,0,0.41,0,0.27,0,0.82
