stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,599,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,4,63,0,0,1,0,0,0,0,0,0,0,0
72hpf,233.09,0.85,0,1.13,0.28,1.41,0,0,0.28,0,0,0.28,0,0.56,1.97,0.85,5.92,0.28,0.28,0,16.35,7.89,0.28,0.28,4.79,0.28,0,1.41,0,0,1.41,0,0
21Day,440.65,0,0.74,5.92,0.74,10.36,1.48,0.37,0.74,1.11,0.74,1.85,1.85,0,2.96,0,5.92,0,1.85,0.37,7.4,7.03,0,0,3.33,5.92,0,0.37,1.11,3.33,0.37,0,0.74
3Month,5.41,0.1,0.1,0.31,0,0,0,0,0.1,0.73,0.21,0,0,0,0.21,0.31,0.1,0,0.1,0,0,0,0,0,0,0.1,0.21,0,0,0,0,0.21,0.42
22Month,0.68,0,0,0.14,0,0,0,0,0.14,1.5,0.27,0,0.41,0,0,0.41,0.14,0.14,0,0,0,0,0,0.14,0,0,0.96,0,0,0,0,0,0
