stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,0,0,0,1,3,80,0,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,2.82,0.28,0,3.95,2.25,1.41,0,0.56,0,0,0,0,0.28,0,0.56,0,3.1,3.95,0.85,13.25,0,0,0.28,0.28,14.09,14.94,0,0.28,0,10.99,0.28,0,0,3.66,0.28,2.54,0,0,0
21Day,2.96,0.37,0.37,2.96,0.74,3.7,0,6.29,0,0,0,0,2.22,0.37,1.85,0.37,0.37,1.48,1.11,16.65,0,0,1.85,0,4.44,4.81,0,0,0,11.47,2.22,0,0.74,2.22,0,1.11,0.37,0,2.96
3Month,0.52,2.6,1.46,13.21,0.42,0,1.35,2.39,0.31,4.16,9.36,0,323.28,21.53,3.54,22.47,2.39,6.24,17.27,33.7,9.05,0.31,5.2,9.15,1.56,0.73,3.02,1.77,0,0.83,7.59,0.21,44.94,1.35,0.21,0.73,3.74,18.41,9.78
22Month,0.27,1.09,0.68,3.42,0,0,0.96,1.5,0,0.68,5.33,3.42,162.89,6.29,3.14,14.62,0.41,0.27,8.88,11.07,0.41,2.05,1.64,0.41,0.96,0.41,2.46,0.96,0.68,0.27,0.41,0,11.48,0.82,0.41,0,0.27,0,3.14
