stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,6,188,34,6,0,0,0,0,4,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.41,0,25.65,0.28,1.97,0,0,0,0,0,0,0,1.41,0,11.56,53.83,35.79,2.54,0,1.13,0,0,12.97,9.3,0,0,0,2.54,1.69,0,0,1.13,0,0,0.85,0,0,0
21Day,8.88,0.37,1.85,75.85,0.74,21.83,0,4.07,0.37,2.59,0,4.44,1.48,123.21,1.85,10.36,100.64,131.72,30.34,0,0,3.33,0.37,39.59,16.28,0.37,1.11,0,12.95,14.43,0,0,3.7,1.11,6.66,1.11,0,0,204.23
3Month,0.62,3.43,1.04,160.29,0.1,0,1.46,0.1,3.43,10.3,0.21,26.11,13.73,3.64,11.23,11.75,10.51,37.86,10.3,3.43,0.21,2.29,9.47,2.81,0,1.77,0.94,0,0.42,4.06,0.1,6.24,0.21,0.1,0,0.21,2.08,2.18,122.32
22Month,0.55,2.32,0.41,148.54,0,0,1.37,0.41,1.09,14.76,1.78,50.42,4.78,2.05,3.14,1.23,2.32,53.57,5.88,0.27,2.73,1.09,0.41,2.73,0,1.09,0.68,0.27,0.14,1.09,0,0.14,0.68,0.96,0,0,0.41,0,59.85
