stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,3,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.2,1.97,0,2.54,0.56,0,0,0,0,0,0,0,0,0.28,0,2.82,0.85,0.28,2.25,0,0.28,0.28,0,5.07,3.95,0,0,0,0.56,0.85,0.28,0.28,0.28,0,0,0
21Day,2.22,0.37,0,1.48,1.48,0,0,0.37,0,0,0,0,0,0.37,0,3.33,0.37,0.37,1.11,0,0,0.37,0,1.11,0.74,0,0,0,0.37,0,0.74,0,0,0,0,0
3Month,0.52,3.64,0.21,3.43,0.42,0.21,0.1,3.64,0.83,0,0,4.06,1.14,0.21,0.83,9.26,0.73,0.83,3.74,0.21,0,0.73,0.83,0.42,0,0,0.21,0,0.1,0.42,36.93,0.1,0,0.73,24.24,1.25
22Month,0.14,3.01,0,1.23,0.14,0,0,0.68,0.27,0.14,0,7.24,0.14,0.14,0.55,0.68,0,0.14,2.73,0,0,0.27,0,0.27,0,0.14,0,0.14,0,0,15.71,0,0,0,0.14,0
