stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,60,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,1.41,2.25,0,0,0,0,0,0,0,0,0.56,3.1,0.28,24.52,0,0,31,0.28,65.95,17.76,2.25,0.56,0,3.1,0,0,0.85,0.28,0,0,0,0,0
21Day,2.96,0,0.74,4.07,3.33,0,0.37,0.37,0,1.11,0,1.11,0.37,0.74,3.33,1.48,19.61,0,0,119.88,0,81.03,6.29,2.59,0.74,0,3.33,1.85,0.74,3.33,0.37,1.48,0.37,0,0,1.48
3Month,0.52,0.31,0,1.35,0,0,0.21,0.52,0.94,1.98,0.94,0.1,0.83,1.25,0.52,0.31,1.25,0.1,0,5.72,0.1,1.77,0,19.35,0.1,0,0.1,0.31,4.06,10.82,0,0,0.21,0.1,0.21,0.1
22Month,0.14,0,0.27,1.37,0,0.14,0.27,0.96,0.82,9.16,0.27,0.14,0.55,1.64,0.14,1.23,1.5,0,0.27,7.52,0,3.28,0.41,11.62,0.14,0.14,0,0,5.88,20.36,0.55,0,0.14,0.14,0,0.55
