stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,10,2,1,0,0,0,0,0,0,0,0,0,3,10,8,15,0,0,0,0,10,147,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.97,1.13,0,3.1,1.13,0.56,0,0,0,0,0,0,0,0.28,0,3.38,8.17,0.85,5.64,0,0.56,0,0.56,10.43,20.29,0,0,0,2.82,0,0,1.13,0.56,0,0.28,0,0,0
21Day,1.48,0.37,0,12.95,0,4.44,0,3.7,0,0.74,0,1.11,0.37,2.59,1.11,0,6.29,3.33,15.91,0,0,1.48,0,2.96,12.58,0,0.37,0,5.92,0.74,0.74,2.59,0,0.74,0,0,0,0.37
3Month,0.1,0.73,0.62,11.44,0,0,0.21,0.31,1.66,3.12,0,11.03,4.68,0.21,4.37,0.83,3.02,2.7,2.08,0.42,0.1,1.46,0.31,0.62,0.1,0.83,0.1,0,0.21,0.94,77.49,0.21,0,0,0,2.18,31,2.81
22Month,0.14,0.96,0.27,3.28,0,0,0.41,0.14,0.55,4.92,0.41,15.44,2.73,2.32,2.87,0,0.55,3.01,2.46,0.14,0.27,0.14,0,0.27,0,0.55,0.55,0.27,0,0.14,4.92,0.14,0.27,0,0,0.14,0.14,0
