stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,2.54,7.89,0.85,0,0,0,0,0,0,0,0,0,0.85,2.25,0,2.82,0,0,0,0,78.64,6.2,0.56,0,8.74,0,1.41,0.85,12.12,0.28,2.54,0,0,0
21Day,1.11,0.37,0,2.22,3.33,2.22,0,0,0,0,0,0,0,0.37,0.37,0.37,0.37,0.74,4.81,0,0.37,0,0,30.34,1.85,0,0.37,7.4,1.11,0.74,2.22,25.53,1.11,2.96,0,0,0
3Month,0.21,0.1,0.31,3.12,2.39,0,0,0.1,0.1,0.62,0,1.87,0.62,0,1.04,0.21,0.83,0.42,6.76,2.81,0,1.25,0.21,6.45,0.94,2.5,0.94,0.31,0.31,13.42,0.1,0.42,0,0.73,0.31,0.52,0.31
22Month,0,0.41,0,1.23,1.23,0,0.27,0,0,0.55,0,4.65,0.27,0,0.68,0.14,0.14,0.55,5.47,0.27,0,0.68,0,5.06,0.27,1.37,0,0,0.14,11.89,0.55,7.24,0,0.27,0,0,0.14
