stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,5,501,0,0,1,0,0,0,0,0,0,0,0
72hpf,9.58,0.56,0,0.85,1.97,2.82,0,0,0,0,0,0,0,0.28,0,0.28,5.92,0.56,24.52,0,0,1.69,0,252.54,206.59,0,1.41,22.83,0,0,18.04,1.13,0.56,0.28,0,0
21Day,14.8,0,0.37,2.59,0,5.18,0.74,0,0,0,0,0.74,0,8.88,0.37,0.74,2.96,0,32.56,0,0,2.96,0,80.29,85.84,1.48,1.11,13.69,4.44,0,15.17,1.48,3.7,1.48,0,1.11
3Month,0.21,0.21,0,2.6,0.21,0,0,0.31,0.52,0.52,0,2.08,0.21,0.1,0.73,0.1,0.73,0.31,12.79,0.31,0,0.31,0.21,2.7,0.94,0.83,1.87,0.21,0.21,4.06,3.43,0,0,0.21,1.56,0.73
22Month,0.14,0.14,0,2.05,0.14,0,0,0,0,0.55,0.55,8.2,0.27,0,0.55,0,0.14,0.55,6.01,0,0.27,0,0.14,1.5,0.41,0.68,0,0.27,0.14,4.78,8.06,0,0,0.41,0,0.14
