stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.41,0,0.56,2.25,0,0,0,0,0,0,0,0.28,0,0.28,1.41,0,1.41,0,0,0,0,14.09,4.79,0,0.28,0,1.41,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,3.7,1.85,0,1.48,0,0.37,0,0.74,0.37,0.37,0.37,0.74,1.11,0.37,1.48,0,0,0.37,0,4.44,0.74,0,0,0,0.74,1.11,0,0.37,0.37,0.37,0,0,0.37
3Month,0,0.73,0.21,4.16,0,0.42,0.1,0.94,1.87,0,25.59,1.56,0.21,1.77,0.21,1.14,1.14,0.83,0.21,0.1,0.94,0.42,0.31,0,1.14,0.42,0,0,0.62,1.46,0.21,0,0,0.73,48.47,1.66
22Month,0,0.68,0.14,1.23,0,0,0,0,1.5,1.64,24.87,0.27,0.14,2.46,0,0.27,1.5,0.68,0,0.41,0.27,0,0.14,0,0.41,0.14,0.14,0,0.14,0.82,0.27,0,0,0,0.27,0.55
