stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.17,3.38,0,8.17,6.76,3.66,0,0.85,0,0,1.13,0.28,0.28,0,0,0,5.07,30.44,3.1,26.21,0,7.89,0.28,0.28,51.86,67.08,1.13,0,0,32.69,3.95,0,8.74,9.58,10.43,2.82,0,0,0
21Day,22.94,6.29,0.74,38.11,3.33,3.33,0,2.59,0,0.37,1.85,0.37,0.74,0,4.44,0.37,2.22,19.61,3.7,107.3,0.37,0,8.14,0.37,27.01,38.11,1.11,1.48,0,50.69,4.44,1.85,4.07,10.73,40.33,1.48,0,0,1.11
3Month,0.21,2.81,0.21,19.35,0.83,0,0.31,0.31,0.21,1.35,14.25,0.21,48.16,10.92,1.14,2.81,3.12,3.54,5.1,6.55,4.78,0.1,4.47,0.94,2.91,0.1,2.08,0.31,0,0.21,0.42,19.24,0.42,0,0.1,0.21,1.35,12.59,12.17
22Month,0.41,9.84,0.27,14.21,0.14,0,0.82,0.14,0.14,1.78,40.72,11.34,280.95,3.01,2.05,3.01,1.09,1.23,15.3,8.34,0.55,3.83,8.06,0.14,1.37,0.96,2.73,0.96,0.27,0.96,0.14,7.65,6.83,1.37,0,0.14,0.82,0,5.6
