stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,6,3,94,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,3.66,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0,1.41,10.43,7.89,0,0,0,1.13,0,0,7.61,1.13,0,0,0
21Day,0,0,0,2.59,2.22,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0.37,0,0.37,1.85,0,0,0,0,0.37,0.37,0,1.48,0,0,0
3Month,0.1,0.42,0.42,38.59,1.66,0,0.1,0.21,1.04,1.35,0.1,10.82,2.18,0.31,3.95,6.35,1.77,2.91,4.26,1.35,0.1,0.83,2.08,8.32,0.1,0.52,0.52,0,0.21,1.66,13.83,0.1,0.83,0.73,338.68,1.25
22Month,0.14,0.68,0.14,16.67,0.41,0,0,0,0.14,0.41,0.41,5.33,0.14,0,0.27,0.96,0.14,0.68,0.82,0,0,0.14,0.41,1.37,0.27,0,0,0.14,0,0,13.8,0.41,0,0,2.05,0.27
