stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,1.97,0,1.13,0,0,0,1.13,1.69,0,0,1.97,0.28,0,1.13,0.56,0,0,0
21Day,0.37,0.37,0.37,1.11,0.37,0,0,0,0,0,0.37,0,0,0,2.59,0.37,0.37,0,4.81,0,0.37,0,1.11,0.37,0,0,0.37,0.37,0,1.11,0.37,0,0,0
3Month,0.1,1.14,0.42,6.03,0.1,0.21,0.1,0.1,1.14,0.94,0.1,3.12,0.52,0.42,15.29,0.73,2.29,0.83,9.26,2.18,0.83,8.53,1.14,0.1,0.42,0,0.1,0.42,10.61,0.94,0.1,1.46,12.79,0.21
22Month,0,1.23,0.27,2.6,0,0.27,0,0.14,0.41,0.82,0.96,9.84,0.27,0.27,13.12,0,0,0.55,5.6,0.27,0.41,0.14,0.27,0,0.14,0.14,0.14,0,2.32,0.68,0,0,0,0.14
