stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,7,46,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0.85,4.23,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0.37,3.33,0,0.74,0,0.37,0,0,0,0,0.74,2.22,0.74,0,0.37,0,4.81,0,0,2.22,0,1.11,2.22,0.74,0,0,0,0.74,0,2.22,0.37,0,0.37,0,0,0.74
3Month,0.1,6.45,0.52,47.64,0.1,0,0.73,1.98,4.47,3.33,0,7.07,55.55,0.52,3.12,0.42,1.46,4.06,7.18,1.04,0,2.91,0.73,0.94,0.42,2.5,0.21,0,0,1.66,0.31,98.92,0.62,0,0,5.62,24.24,19.97
22Month,0,5.33,0.41,10.52,0,0,0.55,2.46,1.09,4.78,12.3,6.56,10.39,1.09,6.01,0.14,0.14,3.14,1.5,0,0.55,1.91,0,0,0.14,2.05,0.27,1.64,0,0.41,0,38.95,0.27,0.27,0,0.14,0,7.11
