stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,13,5,0,0,0,0,0,0,0,0,0,0,1,2,2,19,0,0,0,1,1,148,0,0,0,2,0,0,0,0,1,0,0,0
72hpf,1.13,3.1,0,6.76,4.79,0.56,0,0,0,0,0,0,0,0.56,0,0.85,8.17,0.56,8.74,0,0,0.28,0,10.99,19.45,0,0,0,7.33,0,0,7.89,0,5.07,0,0,0
21Day,2.22,0.37,0,9.25,3.33,0.74,0,0.74,0,0.37,0,0,0,1.48,0.37,1.48,2.59,0,7.4,0,0,0,0,5.18,7.77,0.74,0.74,0,1.85,1.85,1.11,3.33,0,1.11,0,0,0
3Month,0.42,5.82,0.31,28.29,1.56,0,0.21,0.52,1.14,2.39,0.21,16.33,3.02,0.73,2.91,7.18,10.51,2.5,19.66,5.1,0.31,0.83,1.56,2.81,1.04,1.98,0.62,0,0.94,1.25,71.56,1.04,0,1.04,6.55,95.8,2.08
22Month,0,4.51,0,10.11,0.14,0,0.41,0.68,0.27,1.64,1.64,14.62,0.82,1.37,2.32,0.96,1.64,2.73,12.85,0.14,0.55,1.64,0.14,1.09,0.27,0.55,0,0.55,0.55,0,12.57,0.82,0.14,0.27,0.14,0.14,0.41
