stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,8,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,47,0,0,0,0,3,135,0,0,74,0,0,0,0,0,0,0,0,0
72hpf,5.64,5.92,0,34.95,0,3.95,0,0,0,0,0,0,0,0.28,0,0,0,9.3,13.25,0.85,194.76,0,1.41,14.94,0,27.9,30.44,0.56,0,151.63,0,0,7.61,0.28,0,0.85,0,0,0
21Day,3.33,7.03,0,48.47,0,9.25,0,0.37,0,0,0.74,0.74,0,1.48,0.74,1.11,0.74,0.74,8.14,1.48,423.26,0,0,24.42,0,14.43,8.88,0.74,0,37.37,13.69,0.37,1.48,1.85,3.7,3.7,8.14,0,2.59
3Month,0.21,23.51,0.42,29.23,0.31,0,1.04,0.1,0.1,2.39,9.26,0,0,15.81,5.3,0.42,7.39,1.98,8.53,3.54,188.37,14.46,0.1,9.15,1.46,0.42,0.31,1.56,0.31,14.15,3.54,3.85,0.83,0,0,1.56,203.67,3.95,2.6
22Month,0,15.71,0,8.75,0.14,0,1.91,0,0,0.14,3.55,1.09,0,13.12,0.96,0.41,1.64,0.68,1.23,2.19,127.36,3.69,0.68,8.61,0,0.68,0.41,1.78,0.68,12.57,0.14,2.87,2.32,0.14,0,0.68,25.83,0,0.55
