stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,5,0,28,3,0,0,0,0,1,0,0,4,0,0,0,0,3,2,12,70,0,0,0,0,27,415,2,0,9,0,0,0,0,0,0,0,0,0
72hpf,17.19,3.66,0,18.6,4.23,9.3,0,0.85,0,0,1.13,0,0,0,0,3.95,0,9.02,26.49,3.1,65.11,0,0.85,1.13,1.41,495.21,223.22,1.69,4.51,49.61,1.41,0,32.13,0.56,2.25,3.38,0,0,0
21Day,22.94,1.85,0.74,53.65,1.85,22.2,0,12.95,0,0.37,3.33,0,0,1.85,2.59,19.61,1.85,6.29,21.09,10.73,80.66,0,0.37,10.36,0.37,160.94,84.36,1.48,1.85,27.01,10.36,1.48,12.58,2.96,6.66,2.22,0,0,10.36
3Month,0.31,1.98,0.52,29.75,0.21,0,0.62,1.46,0,4.89,6.66,0.1,0,35.78,12.38,1.87,12.38,2.6,8.95,9.05,15.08,2.81,0.1,2.91,1.98,2.29,0.73,1.87,1.87,0.42,1.77,48.06,0.62,0,0,0,3.54,3.33,6.97
22Month,0.14,5.33,0.68,9.43,0.14,0,1.23,1.5,0.14,3.01,18.58,5.47,0,85.68,5.06,4.92,15.03,1.23,2.19,11.21,12.85,0.14,1.91,2.19,0,1.64,0.68,1.5,3.69,0.14,0.14,16.67,1.37,1.23,0,0.27,0.68,0.14,4.78
