stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,20,72,0,0,0,10,0,0,0,0,0,0,0,0,0
72hpf,3.38,52.71,0,1.97,0.56,2.54,0,0,0,0,0,0,0,0,0,0,0.56,5.92,0.28,46.5,0,0,0.85,0,44.53,24.24,0.28,0.56,0,47.35,0.28,0,7.05,0,0,2.82,0,0,0
21Day,2.22,20.72,0,4.07,0.37,2.22,0,0,0,0,0,0,0.74,0.37,0.74,1.11,0,1.48,0.37,57.35,0.37,0,5.18,0,24.79,9.62,0,1.11,0,22.57,1.85,0.37,1.11,0.74,0.74,1.48,0,0.37,0.37
3Month,0.1,82.9,0.42,5.62,0.1,0,0.21,0.1,0.73,1.04,1.56,0,3.95,1.56,0.21,1.87,1.14,1.87,1.25,33.29,8.43,0.21,3.33,0.42,4.16,0.21,0.52,0.31,0,3.54,0.83,13.31,0.31,0.1,0,0.21,71.77,8.11,0.73
22Month,0,82.26,2.19,3.01,0,0,0.14,0,0.14,1.37,1.37,0.96,8.61,0.41,0.27,26.51,0.96,0.82,0.82,28.42,0.96,0.41,1.23,0.14,4.51,0,1.09,0.27,0.14,1.5,0.41,8.75,0.14,0,0,0.14,6.01,0.14,0.14
