stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,7.05,0.28,0.28,0,0,0,0.28,0,0,0,0.28,0.85,1.41,38.33,0.28,3.95,0,0.28,0,0,5.07,3.1,0,0,0,12.12,0.28,0,0,0.56,0,0.56,0,0,0
21Day,0,0,0,18.87,0,1.48,0,1.85,0,2.22,0,6.29,2.59,1.85,0.37,0.37,25.16,1.11,10.73,0,0,1.48,0,1.85,1.85,0.37,0,0,26.64,0.74,0,0.74,0.37,0.37,0,0,0,0.37
3Month,0.1,0.21,0.1,4.47,0,0,0.1,0.21,0.42,3.12,0,4.47,44.1,0.52,1.66,0.21,2.6,2.18,5.51,0.83,0,0.21,0.31,0,0.21,0.62,0.1,0,0.94,0.31,0.1,7.7,0,0,0,0.31,58.56,1.14
22Month,0.14,0.55,0.14,3.01,0.14,0,0.41,0,0.41,4.37,0.41,77.62,22.68,0.27,1.23,0.27,0.96,1.91,9.02,0.27,3.69,0.14,0,0.14,0.27,0.27,0.14,0.27,0.41,0.27,0,3.14,0.14,0,0,0,0,0.55
