stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0.28,0,0,0,0,0,0,1.97,0,0,0,0.56,0.56,0,0.28,0,20.01,0,0,1.13,2.54,0,0,0,0.56,0,0,0.28,0.28,0,0,0,0
21Day,1.48,0.37,0.74,4.44,0.37,1.48,0,0.74,0,0,0,0,57.35,0,1.48,0.37,0.37,2.22,1.11,6.29,0,1.85,0.37,0,7.4,2.59,0,0.37,0,1.11,7.03,0,0.74,0,2.22,0,0,1.11
3Month,0.1,1.98,5.51,15.71,0.21,0,3.43,0.21,0.31,3.95,3.85,0.21,1174.66,5.82,0.62,15.39,3.33,5.62,3.64,7.07,2.18,1.66,4.06,2.18,0.73,0,0.62,1.35,0,0.21,19.14,5.3,0.42,0.1,0,2.91,3.85,4.16
22Month,0.14,0.82,1.23,1.78,0.14,0,2.05,0.14,0,0.27,1.64,0.55,885.62,0.68,0.27,3.42,0.41,0.96,2.05,4.37,0.14,16.4,0.82,0,0,0,0.55,1.23,2.73,0.14,1.37,1.37,0.27,0,0,0,0,0.96
