stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Fibroblast,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0
3Month,0.1,0.1,0.1,1.46,0.1,3.74,1.25,0.21,0.62,0.21,0.31,42.33,0.83,0.1,0.1,0.1,0.1,0.31,0,0.1,0.1,0.52,0.1,0.1,0.21,1.87
22Month,0,0.14,0,0,0,0.41,1.09,0,0.27,0,0,28.15,0.27,0,0,0,0,0,0.41,0,0.14,0,0,0,0,0.14
