stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.97,0.56,0,0,0,0,0,0,0,0,0,1.13,1.41,0,7.61,0,0.28,0,0,3.38,3.95,0,0,0,9.02,0.56,0,0,0,0.28,0,0,0
21Day,4.07,1.11,0.37,13.32,0.74,1.85,0,0.37,0,0,1.11,0.37,1.11,0,0.74,7.03,1.48,18.13,0,0,2.96,0.37,3.7,6.66,0,0,0,7.77,3.33,0,0,0.37,0,0,0,0.37
3Month,0.21,1.56,0.73,24.86,0,0,0,3.95,3.33,0.1,59.19,5.93,0.21,8.74,1.25,6.24,3.85,11.23,4.16,0.1,2.5,0.73,0.31,0,0.83,0.1,0,0.1,1.25,0.62,0.1,0,0,0.73,6.97,5.2
22Month,0.27,5.33,1.23,12.98,0,0,0.96,4.65,9.98,11.21,311.15,3.96,0.27,10.66,0.82,4.92,3.69,23.64,0.55,6.01,5.06,0,0.41,0.14,1.37,0.68,0.41,0.41,0.41,0.14,1.23,0.27,0.14,0.68,0,2.73
