stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,4,13,1,2,0,0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.61,1.41,0.56,0,0,0,0,0,0,0,0,0,0,0,1.69,49.04,0.28,1.13,0,0,0.28,0,10.99,4.23,0,0.85,0,2.54,0,0,0.28,0.28,0,0,0,0
21Day,0.74,0,0,53.28,0,1.11,0,0,0,0,0,0,0,0.37,0,0.37,0,1.85,50.69,0,5.18,0,0,1.11,0,4.07,0,0,0.37,0,2.59,1.85,0.37,0.37,0,0.37,0,0,0
3Month,0,0.31,0.1,97.78,0.1,0,0.1,0,0.1,0.31,0.94,0,0,10.09,1.25,0,1.14,1.25,23.3,2.29,2.6,0.73,0,0.21,0.42,0.21,0,0.21,0.52,0,0.21,0.83,4.78,0,0,0,0.52,1.87,1.35
22Month,0,0.14,0.27,6.97,0,0,0.14,0.14,0,0,0.82,0.14,0,17.35,0.14,0,0.96,0.14,3.28,0.68,1.64,0.14,0.55,0.14,0,0,0,0.27,0.41,1.37,0.14,0,0.27,0,0.55,0,0,0,0
