stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,46,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,62.57,0,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0.85,1.13,0,3.95,0,0,0,0,4.51,2.82,0,0,3.66,0,0,0.56,0,0,0,0,0
21Day,44.77,0.37,0,1.11,0,1.48,0.37,0,0,0,0,0.37,0.37,0.37,0.37,0,1.11,0,2.22,0,0,0,0,1.85,0.74,0,0,4.44,5.18,0,0,0,0.37,0,0,0
3Month,40.05,0.94,0,1.56,0.1,0,0,0.21,0.83,0,0,2.91,0.83,0,0.94,0.42,0.52,0.52,0.73,0.1,0,0.62,0.1,0.1,0,0,0.21,0,0.62,0.83,0.21,0,0.1,0.31,0.21,0.73
22Month,30.06,0.41,0.14,0.55,0,0,0,0.27,0.96,13.25,0,31.16,0.14,0.14,0.68,0.55,0.14,0.68,0.41,0.14,0.27,0.14,0,0.14,0,0.14,0.14,0,0.55,0.27,0,0.27,0,0,0,0.14
