stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,1.13,1.41,1.41,0,0.28,0,0,0,0,0,0,0,0,1.69,3.38,0.28,4.79,0,0,0,0,85.12,12.4,1.41,0,0,2.82,0,0,0.56,0,0.56,0,0,0
21Day,1.48,0,1.48,2.96,0.37,0.74,0,0,0,0.37,0,0,0.74,0,0,3.33,0,1.85,0.37,4.07,0,0,1.11,0,32.19,3.33,1.11,0.37,0,0.37,0.37,0,1.11,0.37,0,0,0,0
3Month,0.1,1.46,2.91,9.78,0.1,0,0,0.21,0,2.08,0.62,0,7.59,1.98,0,23.72,0.42,1.04,1.35,3.12,0.94,0,17.68,0.62,0.21,0.1,4.37,0.31,0,0.1,0.42,1.98,0.21,0,0.21,4.58,1.56,1.04
22Month,0,0.68,1.09,9.84,0,0,0.14,0.27,0.14,0.96,1.78,1.78,37.31,1.09,0.68,14.21,0,0.27,1.23,1.78,0.27,0.55,8.47,0.14,0.68,0,2.46,0.55,0.14,0.14,0.27,0.14,0.27,0,0,0.41,0,0.27
