stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,3,0,0,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,0.85,0.56,3.1,0,0,0,0,0,0,0,0,0,0,0,0.28,5.07,1.13,4.23,0,0.28,0,0,18.32,9.58,0.28,0,0,5.36,0,0,0.85,0.28,0.56,0,0,0
21Day,1.11,0.74,0.74,12.58,1.11,4.81,0,1.48,0,0,0.37,0,0,0.37,0.37,1.11,1.48,0,3.33,1.48,7.77,0,0,0.74,0,5.55,5.18,0,0.37,0,2.22,3.33,0,1.85,1.48,0,0,0,2.22
3Month,0.21,1.87,1.25,34.64,0.21,0,1.56,0.73,0.1,9.78,17.37,0.1,0,53.36,21.74,2.7,20.7,3.33,6.76,16.12,10.51,2.18,0.1,6.97,3.12,1.14,0.42,4.78,1.04,0,0.52,2.5,41.5,0.31,0,0.21,3.95,21.01,19.76
22Month,0.27,3.28,2.6,12.85,0,0,0.27,0.96,0,5.19,20.09,7.93,0,102.9,5.74,3.01,23.37,0.41,1.5,16.94,5.6,0.14,2.46,3.55,0,0.41,0.14,3.83,0.55,0.27,0,0.55,10.11,0.55,0,0,0.96,0,7.65
