stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,73,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,1.13,0.28,0,0,0,0,0,0,0,0,0.85,2.25,0.85,0,0,0,0,0,0.28,0.85,0,0,0,0.28,0,0.28,0,0,0,0,0
21Day,0,0,0,1.85,0,0,0,0,0,0,0,0.37,0,0,0.74,0.74,1.85,0.74,0,0.37,0,0,1.85,0.37,0,0,0,0,0.37,0.37,0,0,0,0,0
3Month,0,0.31,0.94,14.46,0.21,0,0.31,0.42,0.73,0.1,164.97,1.87,0.1,3.54,1.35,1.87,9.57,1.46,0.52,0.1,0.73,3.33,1.98,0.1,0.83,0.21,0,0,2.18,9.57,0.21,0,0.62,14.46,1.35
22Month,0.14,1.09,0.41,2.87,0.27,0,1.37,0.96,2.05,0.41,386.72,7.65,0.14,2.46,0.55,0.41,10.52,1.64,0,5.74,0.68,0.14,0.82,0.14,0.41,0.82,0.14,0,0.82,2.73,0,0.27,0,0,0.55
