stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,1,4,4,0,0,0,0,426,42,1,0,0,0,0,0,0,0,87,0,0,0
72hpf,4.79,1.97,0,3.95,1.41,6.76,0,0,0,0,0,0.28,0,0,0,1.69,11.56,0.56,9.02,0,0.56,0.28,0.28,250.56,29.31,0.56,0.85,11.84,0.28,0,5.07,0.56,0.56,118.38,0,0,0
21Day,2.96,0,0.37,5.92,0,4.44,1.85,0,0.37,0,0,1.48,0,1.85,0,0,4.44,2.22,7.03,0,0,2.59,0,85.47,4.81,1.11,0.37,3.33,2.22,0,0,0.37,2.59,34.41,0,0,0.74
3Month,0.1,0.31,0.1,1.98,0,0,0.1,0.83,1.56,0,0,8.11,1.87,0.42,1.35,0.31,0.73,1.56,1.04,0.31,0,0.31,1.25,2.5,0.1,1.77,0,0.1,0.21,2.5,0,0,0,3.33,0.31,0.62,0.21
22Month,0.14,0.14,0.14,0.96,0,0,0,0.27,3.69,0.27,0,11.75,1.37,0.27,2.05,0.14,0,1.78,1.23,0,0.14,0.41,0,1.91,0,1.23,0,0.14,0,0.55,0.27,0,0,0.14,0,0,0.55
