stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,1,6,16,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,0.28,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0,0,0.28,8.17,4.23,0,0,0,3.1,0,0,0.56,0,0.85,0,0,0
21Day,0,0.74,0,2.59,0,0,0,0,0,0,0.37,0,0,0.37,0,0.37,0,0,1.85,0,0,0.74,0,1.48,1.85,0,0,0,0.74,0,0,1.48,0,0,0,0,0
3Month,0,0.62,0.1,4.06,0.42,0,0.21,0.21,0.21,0.94,0,12.38,0.21,0.31,0.83,0.21,2.7,1.14,3.64,1.35,0,1.98,2.7,0.62,0.52,0.62,0.1,0,0.52,0.31,0.1,0.1,0.1,0.1,1.35,0.31,0.94
22Month,0,1.09,0.14,2.6,0,0,0.14,0.14,0.14,1.23,6.83,23.78,0.27,0.55,1.23,0.14,0.96,2.32,2.19,0.14,0.27,0.41,0,0.14,0,0.14,0,0.14,0,0,0,0,0.14,0,0.14,0,0.27
