stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Pancreatic_cell,Radial_glia,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0,0,0,0,0,0.56,4.51,0,0.28,0,1.13,0.85,0,0,0,0.28,0.28,0
21Day,0.37,0,0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0.74,1.48,0,0,0,0,0,0
3Month,0,0,0,0.42,0,0.21,0.21,0.31,0,0.31,0,0.31,0.1,0,0,0,0.1,0,0,0.21,0,0.1,0
22Month,0.14,0.27,0.14,0.27,0,0.27,2.32,0.14,0.14,0.14,0,0,0.27,0.27,0.14,0.27,0,0.14,0.14,0,0,0,0.14
