stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,38,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,34,0,0,0,0,9,81,0,0,9,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.41,0,3.1,2.54,5.92,0,0.28,0,0.28,0,0,0,0,0,0,0.56,21.14,0.28,17.19,0,0.56,0.56,0,9.02,5.92,0,0,28.75,0,0,0.28,1.97,0,0.85,0,0,0
21Day,0.74,0,0,6.66,2.22,21.83,0,2.96,0,0.37,0,0,0,0,0.74,0,0,4.81,1.11,17.39,0,0,1.11,0,2.59,2.59,0,0,15.17,1.11,0,1.85,0.37,0.37,0,0,0,0
3Month,0,0.42,0.1,3.12,0,0,0.42,0,0.83,0.52,0,0,1.35,5.2,0,0.83,0.42,2.81,1.25,4.16,0.21,0,0.31,0.73,0.42,0.1,0,0.1,0.21,0.42,0.1,32.25,0.21,0,0.1,0.31,2.5,0.62
22Month,0,0.14,0.14,1.78,0,0,0.14,0.27,0,1.09,8.88,0,3.28,13.66,0,0.14,0.14,0.41,2.46,2.05,0.14,0.14,0,0.14,0,0.14,0.14,0.14,0,0,0,15.99,0,0,0,0,0,0
