stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.85,0,1.69,0,1.97,0,0,0,0,0,0,0,0.28,0.85,2.25,0,21.14,0,2.82,1.41,0.85,47.35,9.02,0,0,10.15,0.85,0,0.85,0.28,0.85,0,0
21Day,4.44,2.22,0,11.47,0.37,4.07,0.37,0,0.74,0,5.92,0.37,1.11,1.11,2.59,8.51,0,48.1,0,0,11.84,0,38.48,2.96,1.48,0.74,16.65,4.07,0.37,2.96,1.48,1.11,0,0.37
3Month,0,1.04,0,2.18,0.1,0,0,0.1,0,0,5.1,0.42,0,0.1,1.87,0.1,0.21,3.02,0.73,0,1.98,0.1,0.21,0.1,0.83,0.1,0,0.21,0.21,0,0,0.1,0.42,0.21
22Month,0,0.55,0.14,0.41,0,0,0,0,0.14,0.27,3.14,0,0,0,0,0,0.27,1.09,0,0,0,0,0.27,0,0,0,0,0,0,0.27,0,0.14,0,0
