stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,4,0,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,6,6,0,0,0,37,1100,0,0,1,0,0,2,0,0,1,0,0,0
72hpf,20.57,3.95,0,10.99,1.97,13.81,0,0,0,0,0,0,0,0.28,0,0.28,0,1.97,27.06,4.23,29.03,0,0.28,1.13,1328.35,511.55,1.69,16.07,43.12,0.28,0,322.15,1.69,2.82,3.66,0,0,0
21Day,14.8,1.85,1.85,21.83,0.74,22.94,0,2.22,0,0,0.74,0.37,0,4.07,0.37,4.07,4.44,3.7,12.21,5.55,60.68,0,0,5.92,651.18,89.54,1.85,5.92,19.61,20.35,0.74,55.13,6.66,10.73,3.33,0,0,5.92
3Month,1.04,0.31,0,2.91,0.42,0,0,0,0.1,0.21,0.73,0,0,3.85,0.94,0.21,5.3,4.68,1.25,1.25,27.98,5.41,0,1.25,4.37,1.66,0.31,0.31,0.21,0.21,0.42,0.73,0.21,0,0.94,0.62,0.1,0.31
22Month,0.41,1.09,0.41,2.46,0,0,0.41,0,0,0.55,1.37,0.41,0,15.3,0.27,0.27,4.65,3.01,0.41,0.96,46.46,2.32,0.55,0.96,7.11,1.64,1.5,3.28,0.41,0.55,0,2.73,0.41,0,0,0,0,0.68
