stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,0.56,0,2.54,0.28,3.38,0,0,0,0,0,0,0,0,0.85,7.33,0.28,3.38,0,0.28,0,0.56,493.23,18.32,1.41,2.54,7.89,0,0,7.33,0,0.28,1.13,0,0,0
21Day,2.96,0,0,6.66,0.74,5.18,0.74,0,0.74,0,1.48,0,0.37,0.37,0,3.33,1.48,5.18,0,0,0,0,165.75,4.44,1.85,1.48,2.59,3.7,0.37,4.07,1.48,1.11,1.48,0,0,0.74
3Month,0.1,0.42,0,4.58,0,0,0,0.52,0.83,0,6.35,1.14,0,1.77,0.21,1.66,1.46,4.06,1.87,0.1,0.31,0.62,1.66,0,2.29,0.1,0.21,0.21,2.6,0.21,0,0,0,0.42,0.31,0.52
22Month,0.14,0.96,0.14,1.37,0,0,0.14,0.68,2.19,0.41,20.5,0.68,0,2.73,0.14,0.14,0.96,2.73,0.27,0.41,0,0,2.46,0.14,2.87,0.27,0.14,0.14,4.24,0.27,0,0,0,0.14,0,0.27
