stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,6,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.69,0.28,0.28,0,0,0,0,0,0,0,0,14.37,0.85,0,0,0,3.95,0.56,1.41,1.69,2.25,0.85,0,0,0.85,0,0,0,0,0,2.54,0,0,0
21Day,0,0.37,1.85,3.7,0.37,1.85,0,0,0.37,0,19.61,0,0.74,17.39,0.37,1.48,0,1.85,0,0,1.11,0.37,3.7,1.11,3.33,0,0,0.37,2.59,0,0.37,0,0.37,0.74,0,0,0.37
3Month,0.1,1.46,3.74,19.04,0,0,0.73,3.33,1.98,0,23.4,2.29,0.31,98.19,1.35,1.25,1.87,0.83,0.31,0.1,0.52,15.08,0.31,0.1,16.23,0.21,0,0.1,0.94,1.77,0.21,0,0,0.73,0.31,0.62,0.83
22Month,0.14,2.32,9.7,26.78,0,0,0.27,3.96,4.37,0.68,140.48,0.96,0.14,132.69,0.96,0.14,3.14,2.19,0.14,1.5,0.41,0.14,0,0.14,12.03,0.68,0.27,0.14,0.27,0.27,0.55,0.27,0,0.41,0,0,0
