stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0.28,0,0.28,0,0,0,0,0,0,0,0,0.28,1.41,0.28,1.41,0,0.28,0,0.28,2.82,2.82,0,0,1.69,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0,3.33,1.11,0,0,0,0,0,0,0.74,0,0.37,0,0,6.29,0.37,1.11,0,0,0,0,2.59,0.37,0,0,3.33,0.74,0.37,1.11,0,0.37,0,0,0.37
3Month,0,0.52,0.1,5.62,0,0.1,0,0.83,0.42,2.39,0,1.87,0.42,0.1,1.04,0.1,0.94,0.62,1.35,0.21,0,0.52,0.21,0.1,0,0.21,0,1.35,0.21,18.83,0,0.1,0,0.62,3.64,0.42
22Month,0,0.14,0.14,0.14,0,0,0,0.41,0.41,1.5,0,3.14,0,0,0.27,0.14,0.14,0.27,0.41,0,0,0.27,0,0,0.14,0,0.55,0,0,1.64,0,0,0,0.14,0,0
