stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,192,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.28,0,0.28,0,0,0,0.85,0,0,0,0.85,0,0,0,12.97,0.28,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,1.11,0,2.59,0,0.37,0,2.22,0,1.11,7.4,8.88,0,0.37,0.74,55.13,1.85,0,0,0,0,3.33,0.74,0,0.37,0.37,2.96,0,0,0.37,0.74,0,0,0,45.51
3Month,0.21,1.56,0.1,3.54,0.1,0,0.21,0,1.04,36.82,0,7.07,119.1,0.83,3.22,0.73,1.56,73.33,2.81,0.1,0.1,0.31,0.42,0.21,0.21,0.42,0.1,0,1.25,0.62,1.35,0,0,0.1,1.46,1.77,44.1
22Month,0.27,1.78,0.14,0.82,0,0,0.27,0.14,0.14,24.87,0.82,5.88,37.85,1.09,0.68,0,0.41,53.57,1.64,0,0.68,0.14,0.14,0,0,0.55,0.14,0,0.14,0,0,0,0.27,0,0,0,28.29
