stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,2.25,0,0,0,0,0,0,0,0,0,0,0,1.69,1.41,0,5.07,0,0,0.85,0,19.73,14.66,0,0.56,45.94,0,0,0,5.07,0,0,0,0,0,0
21Day,1.11,0.74,0,3.7,0.37,2.22,0.37,0,0,0.37,0,0,2.59,2.59,0,0,0,0.74,5.92,0,0,0.74,0,6.29,7.03,0,0,54.02,0.74,0,0,0.37,0,0.37,0,0,0,1.48
3Month,0,0.1,0.42,1.98,0.31,0,0.1,0.1,0.62,1.77,0.83,7.39,15.71,0.31,0.94,0.21,1.25,2.5,1.25,0.52,0,1.66,0.31,0.31,0.21,0.52,0,4.68,0.21,0.1,1.56,0.1,0,0,0.31,0.94,0.73,2.29
22Month,0.14,0.96,0,5.88,0,0,0,0.14,0.68,2.19,0.68,20.36,2.87,0.68,2.32,0,1.09,2.87,2.32,0.14,1.37,0.55,0,0.55,0,0.41,0,1.78,0.14,0,0.55,0.68,0.27,0,0,0,0,1.23
