stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.28,0,1.69,3.1,0,0,0,0,0,0,3.95,1.69,0,0.28,0.85,0,0,0.28,0,0,0,0
21Day,0,0,0,7.4,0,0.74,0,0,0,0,0,0,0,0,1.48,0.37,6.29,1.11,2.22,0,0,0.74,0,1.85,1.85,0,0,1.11,0.37,0,0,0,0,0,0.74
3Month,0.21,0.52,1.25,50.86,0.1,0,0.21,0.21,5.51,0.83,0,7.7,0.73,0.21,15.71,2.29,7.91,2.08,2.18,0.73,0,1.25,1.56,0.31,0.1,1.25,0.21,0.1,0.21,2.7,0,0,1.25,1.04,1.56
22Month,0,0.55,1.23,18.04,0,0,0.14,0,1.91,1.64,1.23,9.57,0.41,0.41,22.96,0.27,2.05,2.32,0.68,0,0.55,1.37,0.27,0.27,0,0.68,0.14,0.14,0.14,0.41,0.27,0.14,0.41,0,0.68
