stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,2,11,11,0,0,0,0,1,41,0,0,0,3,0,0,0,0,1,0,0,0
72hpf,0.28,0.85,0,1.69,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0.56,4.79,0.28,3.1,0,0.56,0.56,0,3.38,1.41,0.28,0,0,1.97,0,0,0.28,0,0.28,0,0,0
21Day,0.74,0.37,0,7.03,0.74,2.96,0,1.11,0.37,0.37,0,0,0,0,1.11,1.11,0,4.81,0.74,7.77,0,0,1.48,0,1.48,3.33,0,0.37,0,2.59,0.74,0,0.74,0.37,0.37,0,0,0.74
3Month,0,0.42,0.52,9.36,0,0,0.52,0.1,0.94,3.43,0,0,1.66,2.29,0.73,5.1,0.42,4.58,2.7,1.56,0.42,0,0.52,0.1,0.1,0,0.31,0,0,0,0.1,0.1,0,0,0,0.62,0.31,1.25
22Month,0,0.27,0.55,1.09,0,0,0,0.14,0.68,3.42,0.27,0,6.83,0.68,0.27,2.46,0.14,0.68,2.46,1.23,0.27,0.27,0.14,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.41
