stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.56,1.13,0,0,0,0.28,0,1.41,0.28,0,0,0,0,0
21Day,0.37,0,0.37,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0.74,0.37,0.74,0,0,0,0,0.74,0.37,0,0.37,0,0,0.74,24.42,0,0,0,0,0.74,1.11
3Month,0.42,1.98,2.29,22.36,0,0.73,0.1,0,3.33,7.28,0.1,37.86,10.09,1.04,15.71,2.5,8.53,7.28,9.36,1.56,0.42,2.29,3.95,1.87,0.42,2.29,1.04,0,0.62,10.82,1074.39,1.04,0.21,0.1,4.68,269.2,7.18
22Month,0,0.27,0.14,1.64,0,0.14,0,0.14,0.41,1.09,0.14,27.06,0.68,0.14,2.05,0,0.27,1.23,0.68,0.27,0.55,0.14,0.14,0,0,0.27,0.27,0.55,0.14,0.41,99.89,0.55,0.14,0,0,0.55,0.27
