stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,11,2,0,0,0,0,1,0,1,0,0,1,0,3,1,5,20,0,0,0,11,174,0,0,3,0,0,0,0,0,2,0,0,0
72hpf,3.66,0.85,0,3.66,0.85,1.69,0,0.28,0,0,0,0,0,0,0,0,1.69,5.36,0.56,9.02,0.28,0,0,98.65,36.08,0.28,0,9.02,0.56,0,4.51,1.41,0.56,0.28,0,0,0
21Day,7.03,0,0.74,19.61,2.22,7.77,0,4.81,0,0.37,0,0,0,0.37,8.88,0.74,2.59,5.92,1.11,28.86,0,4.44,0,64.38,21.83,1.11,1.11,9.62,1.85,0.37,5.18,2.96,5.92,0.37,0,0,2.22
3Month,0,0.31,0,2.81,0,0,0.1,0,0.42,0.42,0,0,4.68,0.83,0.1,1.14,0.1,1.35,0.52,1.04,0,0.21,0.1,0,0,0,0,0.1,0.42,3.12,0,0,0,0,0.21,0.83,1.04
22Month,0,0.96,0.14,1.78,0,0,0.27,0.14,0.96,2.19,0.14,0,26.65,0.68,0.96,2.73,0.14,0.41,1.09,2.6,0.82,0.55,0,0.14,0,0,0,0,0.14,1.09,0.14,0.14,0,0,0,0,0.55
