stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,40,0,0,0,0,0,0,0,7,0,0,0,0,2,0,22,4,0,0,0,0,10,19,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,2.25,1.13,1.41,0,0,0,0,0,0,0,0,0,0,1.41,5.07,0.28,2.54,0,0,0,0,215.05,8.74,0.28,0.28,0,3.95,0,0,1.69,0,0.28,0,0,0,0
21Day,2.59,0.37,0.37,4.44,0.74,3.33,0,0.74,0,0,0,0,2.59,0.74,2.22,1.11,0.37,5.92,3.33,3.33,0,0.37,0.37,0.37,129.87,0.74,1.48,6.66,0,4.07,2.22,0,1.85,1.11,2.22,0.37,0,0,0.37
3Month,0.31,0.52,0.62,9.05,2.18,0,0.1,0.31,2.6,2.6,0,0,8.22,1.98,0.1,15.5,0.1,4.37,13.31,2.18,0.83,0,0.52,0.42,5.51,0.73,1.87,0.62,0,0.1,0.31,10.71,0,0.1,0,0.1,0.73,2.08,1.35
22Month,0.14,0.41,0.41,1.23,0.82,0,0,0.14,0.82,2.87,0.55,0,40.31,1.37,1.37,4.51,0.14,0.82,3.69,3.42,0,0.96,0.55,0,5.47,0,0.68,0.96,0.27,0,0.14,8.88,0.55,0,0,0,0,0,0.82
