stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,87,0,0,3,0,0,0,0,1,0,0,0
72hpf,0.85,0.85,0,0.56,0,0.28,0,0,0,0,0,0,0,0.28,0,1.13,0,0.28,9.02,0.28,14.94,0,0,0,0,3.95,3.38,0.28,0,7.61,0,0,0,0,0,0,0,0
21Day,0,0.74,0,3.7,0,0.74,0,0.74,0,0,0,0,0,0,0,1.85,0.74,0,9.62,0.37,19.98,0,0,0,0,1.11,0.74,0,0,4.81,0,0,0,0.37,0.37,0,0,0.37
3Month,0.1,9.99,0,7.49,0,0,0.21,0,0.42,0.1,0.21,0.21,0,1.04,0.83,0.62,0.73,0.31,2.91,0,9.36,0,0,0.31,0.1,1.04,0,0.42,0.21,0.21,0.1,6.14,0,0,1.46,0.42,1.25,0.94
22Month,0.14,12.44,0.14,4.37,0,0,0.14,0,0.14,0.41,0.41,1.37,0,5.19,0.27,0.68,0.14,0.14,3.01,0.68,18.58,0.14,0.27,0.41,0,0.41,0,0.55,0.41,0,0.27,4.51,0.14,0,0.41,1.91,0,0.14
