stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,26,0,0,0,0,4,197,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.13,0,5.92,1.69,10.15,0,0.28,0,0,0,0,0,0.28,0,1.69,0,2.82,7.05,0,27.06,0,0,0.85,0.28,146.56,83.43,0,0,21.7,0.28,0,0,12.12,3.38,0.28,1.97,0,0,0
21Day,4.44,1.11,0.37,10.36,0.74,3.7,0,0.37,0,0,0,0,0,0.37,0,3.33,0,1.48,2.96,3.7,22.94,0,0,2.96,0,34.04,17.76,0,0,6.29,0.74,0,1.85,3.33,0,1.11,0,0,0,0.37
3Month,0.1,1.25,0.1,10.82,0.1,0,0.21,0.62,0.1,0.94,0.83,0,0,7.8,1.66,0.94,1.98,0.42,3.95,2.81,7.28,1.46,0,1.56,0.52,1.87,0.31,0.31,0.62,0.52,0.52,0.1,27.67,0.21,0,0,0.1,2.29,0.73,1.25
22Month,0.14,1.37,0.14,3.42,0,0,0.14,0.68,0,0.14,1.5,1.37,0,18.58,1.09,1.37,1.5,0.27,0.27,2.73,3.28,0.14,0.55,1.37,0.14,1.91,0.14,0.27,0.82,0.27,0.14,0,11.21,0.41,0,0,0,0,0,0.68
