stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0.28,0.56,0,0,0,0,0,0,0.28,0,0,0,1.41,1.97,0,1.69,0,0,0.28,0,5.07,1.69,0,0,0,1.41,0.28,0,1.13,0,0.28,0,0,0
21Day,1.48,0,0.37,4.44,0,0.74,0,1.11,0,0,0,0,0.37,0.37,0.74,0,0,2.22,0.37,3.7,0,0,0.37,0,1.11,0.74,0.37,0,0,2.59,0.74,0,0.74,0.37,0.37,0,0,0
3Month,0.21,0.62,0,12.17,0.1,0,0.1,0.1,5.3,1.87,0,0,24.24,1.87,0.21,6.03,1.14,2.5,2.6,2.81,0.52,0,0.52,0.52,0.31,0.1,0.62,0.31,0,0,0.73,3.64,0.1,0,0,0.42,3.33,1.46
22Month,0,0.82,0,2.73,0,0,0.14,0,1.78,4.78,1.37,0,40.99,0.82,0.68,5.19,0.55,0.82,1.5,1.91,0,0.55,0.96,0,0.14,0.14,0.41,0.14,0.14,0,0.14,0.55,0.41,0.27,0.14,0,0,0.55
