stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,16,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0,0,0,0,0.56,0,1.13,0,0,24.8,1.97,0,0.56,3.1,0,0,1.13,0,0
21Day,0.74,0,0.37,0,0,0,0,0,0,0,0,2.22,0,0,4.81,0.37,0,0,1.85,0.37,0,0,0,0
3Month,0,0,0.21,0,0.1,0.21,0,0.73,0.1,0.1,0.1,0.31,0,0.1,0,0,0.21,0,0,0,1.35,0,1.66,0
22Month,0,0.27,0.41,0,0,0.14,0.55,3.55,0.14,0,0.14,0.14,0.14,0,0,0,0,0.14,0,0.14,0,0,0,0.14
