stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,0,1,0,0,0,0,0,0,1,0,37,0,0,0,0,3,11,3,11,0,0,0,1,8,107,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,4.51,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,11.27,0,3.1,0,0.28,0,0,26.21,21.7,0.56,0,1.97,0,0,0,2.25,0.28,0,0.56,0,0,0
21Day,1.11,0.74,0.37,18.87,0.37,1.85,0,0.74,0,0.37,0,0,0,0,0,0.37,0,0.74,18.87,0.37,3.33,0,0,0.37,0,15.54,5.92,0.37,0.37,2.22,0.37,0,0.74,0.74,0,0.37,0.74,0,0,0.37
3Month,0.1,0.62,0.1,10.19,0.1,0,0.1,0.52,0.1,0.52,2.08,0,0,20.18,56.79,0,2.18,1.25,1.98,7.18,3.12,0.73,0.1,1.98,0.62,1.14,0.52,0.31,0,0.21,0.73,0.1,21.43,0.21,0,0,0.21,0.62,2.7,4.78
22Month,0,0.41,0.14,2.73,0.14,0,0,0.14,0,0.27,1.37,0.55,0,15.44,8.2,0,1.91,0.68,0.41,4.24,1.91,0.14,0.68,1.09,0,0.27,0.27,0.55,0.41,0.27,0.14,0,14.48,0.14,0.14,0,0,0,0,0.55
