stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0,0,0,6.2,4.51,0,0.85,0,4.23,0,0,0,1.97,0,0,0.28,0,0,0
21Day,0.74,0,0.37,1.48,1.48,0,0.37,0,0,0,1.48,41.81,0.37,0.37,0,0.37,1.85,2.22,0,0,0.37,0,7.03,1.85,0.37,1.48,0,0.74,1.11,0,0,7.77,0,0,1.11,0,0,0
3Month,0.42,1.14,0.62,12.79,0,0.73,0.1,1.77,39.42,0,25.38,795,0.21,8.95,1.98,5.72,8.84,17.16,7.91,0.21,1.66,0.94,2.29,0.94,3.02,3.74,0,0.83,1.77,2.29,9.67,21.74,0,0,2.18,3.43,7.07,3.95
22Month,0.27,1.78,0.27,3.69,0,1.5,0,0.41,92.78,0.27,21.59,548.92,1.78,2.19,0.14,0.41,8.34,22.41,0.68,1.37,0.55,0,3.28,1.23,2.32,0.96,0.27,1.09,0.27,0,8.75,33.34,0.55,0.14,0.68,0.14,0,3.01
